OPEID,Name,Address,City,State,State Desc,Zip Code,Zip Ext,Prog Length,School Type,Year 1,Num 1,Denom 1,DRate 1,PRate 1,Ethnic Code,Cong Dis,Region,Average or Greater than 30,Year 2,Num 2,Denom 2,DRate 2,PRate 2,Year 3,Num 3,Denom 3,DRate 3,PRate 3
32663,BETHESDA UNIVERSITY                                              ,730 NORTH EUCLID STREET                           ,ANAHEIM             ,CA,CALIFORNIA                                                  ,92801,4132,8,2,2014,8,70,11.4,B,5,47      ,9,True,2013,4,35,11.4,A,2012,4,36,11.1,B
32673,CAPELLA UNIVERSITY                                               ,CAPELLA TOWER                      225 SOUTH SIXTH,MINNEAPOLIS         ,MN,MINNESOTA                                                   ,55402,3389,8,3,2014,1243,17879,6.9,A,5,05      ,5,False,2013,1171,17982,6.5,A,2012,1699,19054,8.9,A
32793,MYOTHERAPY INSTITUTE                                             ,4001 PIONEER WOODS DRIVE                          ,LINCOLN             ,NE,NEBRASKA                                                    ,68506,3641,5,3,2014,12,87,13.7,B,5,01      ,7,True,2013,8,83,9.6,B,2012,1,35,2.8,A
32873,LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE)                    ,MOUNT STREET                                      ,LIVERPOOL           ,FC,ENGLAND             ,L1 9H,F   ,6,5,2014,2,30,6.6,B,5,,11,True,2013,2,29,6.8,B,2012,1,21,4.7,B
32993,PACIFIC COLLEGE                                                  ,3160 RED HILL AVENUE                              ,COSTA MESA          ,CA,CALIFORNIA                                                  ,92626,3160,8,3,2014,11,152,7.2,A,5,46      ,9,False,2013,12,174,6.8,A,2012,16,228,7,A
33063,ROCKY MOUNTAIN MONTESSORI TEACHER TRAINING PROGRAM               ,"4745 WALNUT STREET, SUITE B                       ",BOULDER             ,CO,COLORADO                                                    ,80301,2587,3,2,2014,6,74,8.1,B,5,02      ,8,True,2013,6,69,8.6,B,2012,5,62,8,B
33193,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY                         ,7535 POE AVENUE                                   ,DAYTON              ,OH,OHIO                                                        ,45414,2557,4,3,2014,15,177,8.4,A,5,07      ,5,False,2013,18,201,8.9,A,2012,11,221,4.9,A
33243,CENTRAL CAREER SCHOOL                                            ,126 CORPORATE BOULEVARD                           ,SOUTH PLAINFIELD    ,NJ,NEW JERSEY                                                  ,07080,2408,3,3,2014,10,140,7.1,A,5,07      ,2,False,2013,12,107,11.2,A,2012,10,133,7.5,A
33274,"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY           ",2550 SHATTUCK AVENUE                              ,BERKELEY            ,CA,CALIFORNIA                                                  ,94704,2724,8,2,2014,4,34,11.7,A,5,09      ,9,False,2013,1,50,2,A,2012,0,51,0,A
33293,JOHN CABOT UNIVERSITY                                            ,"VIA DELLA LUNGARA, 233                            ",ROME                ,FC,ITALY               ,00165,,8,6,2014,2,33,6,A,5,,11,False,2013,5,78,6.4,B,2012,5,65,7.6,B
33323,SOUTHERN CALIFORNIA SEMINARY                                     ,2075 EAST MADISON AVENUE                          ,EL CAJON            ,CA,CALIFORNIA                                                  ,92019,1109,8,2,2014,4,46,8.6,A,5,52      ,9,False,2013,3,45,6.6,A,2012,4,53,7.5,A
33326,DELTA COLLEGE                                                    ,19231 NORTH 6TH STREET                            ,COVINGTON           ,LA,LOUISIANA                                                   ,70433,8514,4,3,2014,48,373,12.8,A,5,01      ,6,False,2013,51,396,12.8,A,2012,38,290,13.1,A
33473,INTERNATIONAL BAPTIST COLLEGE & SEMINARY                         ,2211 WEST GERMANN ROAD                            ,CHANDLER            ,AZ,ARIZONA                                                     ,85286,6799,8,2,2014,5,35,14.2,B,5,05      ,9,True,2013,5,40,12.5,B,2012,3,35,8.5,B
33503,BOURNEMOUTH UNIVERSITY                                           ,TALBOT CAMPUS                      FERN BARROW    ,POOLE               ,FC,ENGLAND             ,BH12 ,5BB ,8,5,2014,3,33,9,B,5,,11,True,2013,2,37,5.4,B,2012,1,37,2.7,B
33554,RICHMONT GRADUATE UNIVERSITY                                     ,1815 MCCALLIE AVENUE                              ,CHATTANOOGA         ,TN,TENNESSEE                                                   ,37404,3026,8,2,2014,4,75,5.3,A,5,03      ,4,False,2013,0,70,0,A,2012,0,75,0,A
33673,PROFESSIONAL GOLFERS CAREER COLLEGE                              ,26109 YNEZ ROAD                                   ,TEMECULA            ,CA,CALIFORNIA                                                  ,92591,6013,5,3,2014,17,121,14,A,5,49      ,9,False,2013,21,192,10.9,A,2012,25,271,9.2,A
33713,TONI&GUY HAIRDRESSING ACADEMY I TIGI CREATIVE SCHOOL             ,1921 PRESTON ROAD                  SUITE 2022     ,PLANO               ,TX,TEXAS                                                       ,75093,5200,3,3,2014,13,186,6.9,A,5,32      ,6,False,2013,12,184,6.5,A,2012,19,171,11.1,A
33723,NORTHWEST VISTA COLLEGE                                          ,3535 NORTH ELLISON DRIVE                          ,SAN ANTONIO         ,TX,TEXAS                                                       ,78251,4217,5,1,2014,118,906,13,A,5,20      ,6,False,2013,99,769,12.8,A,2012,82,713,11.5,A
34114,INTERNATIONAL TRAINING CAREERS                                   ,7360 SOUTHWEST 24TH STREET         SUITE 31       ,MIAMI               ,FL,FLORIDA                                                     ,33155,1462,3,2,2014,32,261,12.2,A,5,18      ,4,False,2013,42,287,14.6,A,2012,41,300,13.6,A
34145,ACUPUNCTURE AND MASSAGE COLLEGE                                  ,10506 N. KENDALL DRIVE                            ,MIAMI               ,FL,FLORIDA                                                     ,33176,1509,8,3,2014,9,78,11.5,A,5,21      ,4,False,2013,12,98,12.2,A,2012,9,117,7.6,A
34165,DALLAS NURSING INSTITUTE                                         ,12170 N. ABRAMS ROAD SUITE 200                    ,DALLAS              ,TX,TEXAS                                                       ,75243,5502,6,2,2014,25,294,8.5,A,5,30      ,6,False,2013,60,644,9.3,A,2012,90,791,11.3,A
34183,GWINNETT COLLEGE-SANDY SPRINGS                                   ,6690 ROSWELL ROAD NE               SUITE 2200     ,SANDY SPRINGS       ,GA,GEORGIA                                                     ,30328,3161,3,3,2014,11,98,11.2,A,5,04      ,4,False,2013,5,115,4.3,A,2012,13,116,11.2,A
34224,COLLEGE OF BIBLICAL STUDIES-HOUSTON                              ,7000 REGENCY SQUARE BOULEVARD                     ,HOUSTON             ,TX,TEXAS                                                       ,77036,3211,6,2,2014,17,132,12.8,A,5,07      ,6,False,2013,9,123,7.3,A,2012,5,88,5.6,A
34297,EAST WEST COLLEGE OF NATURAL MEDICINE                            ,3808 NORTH TAMIAMI TRAIL                          ,SARASOTA            ,FL,FLORIDA                                                     ,34234,5362,8,3,2014,2,37,5.4,A,5,13      ,4,False,2013,0,39,0,A,2012,2,48,4.1,A
34303,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE                          ,3410 AZTEC ROAD NORTHEAST                         ,ALBUQUERQUE         ,NM,NEW MEXICO                                                  ,87107,4403,3,3,2014,6,55,10.9,A,5,01      ,6,False,2013,6,62,9.6,A,2012,3,64,4.6,A
34404,MARIAN HEALTH CAREERS CENTER                                     ,3325 WILSHIRE BOULEVARD            SUITE 1010     ,LOS ANGELES         ,CA,CALIFORNIA                                                  ,90010,1728,3,3,2014,9,121,7.4,A,5,33      ,9,False,2013,7,103,6.7,A,2012,8,130,6.1,A
34685,MDT COLLEGE OF HEALTH SCIENCES                                   ,325  ALPHA PARK DRIVE                             ,HIGHLAND HEIGHTS    ,OH,OHIO                                                        ,44143,2216,6,3,2014,62,492,12.6,A,5,14      ,5,False,2013,40,313,12.7,A,2012,22,261,8.4,A
34784,PHOENIX SEMINARY                                                 ,4222 EAST THOMAS ROAD              SUITE 400      ,PHOENIX             ,AZ,ARIZONA                                                     ,85018,7611,8,2,2014,3,45,6.6,B,5,05      ,9,True,2013,1,36,2.7,B,2012,0,32,0,B
34835,CASCADIA COLLEGE                                                 ,18345 CAMPUS WAY NORTHEAST                        ,BOTHELL             ,WA,WASHINGTON                                                  ,98011,9510,6,1,2014,26,273,9.5,A,5,01      ,10,False,2013,25,256,9.7,A,2012,18,246,7.3,A
34903,PAUL MITCHELL THE SCHOOL CHICAGO                                 ,1225 SOUTH HALSTED STREET                         ,CHICAGO             ,IL,ILLINOIS                                                    ,60607,0000,3,3,2014,22,269,8.1,A,5,01      ,5,False,2013,22,255,8.6,A,2012,34,278,12.2,A
34914,AMERICAN ADVANCED TECHNICIANS INSTITUTE                          ,6801 WEST 20TH AVENUE                             ,HIALEAH             ,FL,FLORIDA                                                     ,33014,4430,2,3,2014,3,60,5,A,5,21      ,4,False,2013,3,76,3.9,A,2012,15,106,14.1,A
35135,WILLIAMSON CHRISTIAN COLLEGE                                     ,274 MALLORY STATION ROAD                          ,FRANKLIN            ,TN,TENNESSEE                                                   ,37067,8237,6,2,2014,4,58,6.8,B,5,07      ,4,True,2013,4,61,6.5,B,2012,4,50,8,B
35163,KING'S UNIVERSITY (THE)                                          ,2121 E. SOUTHLAKE BLVD                            ,SOUTHLAKE           ,TX,TEXAS                                                       ,76092,6507,8,2,2014,5,85,5.8,A,5,28      ,6,False,2013,7,99,7,A,2012,8,103,7.7,A
35173,UNIVERSITY OF BRIGHTON                                           ,MITHRAS HOUSE                      LEWES ROAD     ,BRIGHTON            ,FC,ENGLAND             ,BN2 4,AT  ,8,5,2014,3,33,9,B,5,,11,True,2013,1,26,3.8,B,2012,1,21,4.7,B
35344,AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE                       ,6685 DOUBLETREE AVENUE                            ,COLUMBUS            ,OH,OHIO                                                        ,43229,1113,8,3,2014,16,187,8.5,A,5,12      ,5,False,2013,19,161,11.8,A,2012,15,161,9.3,A
35353,HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER                   ,11893 TECHNOLOGY DRIVE                            ,MILL CREEK          ,PA,PENNSYLVANIA                                                ,17060,0905,3,1,2014,3,49,6.1,B,5,09      ,3,True,2013,2,44,4.5,B,2012,2,38,5.2,B
35363,INSTITUTE FOR THERAPEUTIC MASSAGE                                ,1069 RINGWOOD AVENUE               SUITE 315      ,HASKELL             ,NJ,NEW JERSEY                                                  ,07420,1452,3,3,2014,10,81,12.3,A,5,08      ,2,False,2013,8,96,8.3,A,2012,12,135,8.8,A
35383,ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS                     ,809 SOUTH HARRISON STREET                         ,ALEXANDRIA          ,IN,INDIANA                                                     ,46001,0287,2,3,2014,7,120,5.8,B,5,06      ,5,True,2013,1,41,2.4,A,2012,3,56,5.3,A
35423,CONCORDE CAREER COLLEGE                                          ,3015 W. INTERSTATE 20                             ,GRAND PRAIRIE       ,TX,TEXAS                                                       ,75052,3831,5,3,2014,91,631,14.4,A,5,24      ,6,False,2013,90,685,13.1,A,2012,74,578,12.8,A
35453,UNIVERSITY OF THE ROCKIES                                        ,"TABOR CENTER, 1201 16TH STREET     STE. 200       ",DENVER              ,CO,COLORADO                                                    ,80202,1787,8,3,2014,71,1277,5.5,A,5,05      ,8,False,2013,51,1317,3.8,A,2012,54,1234,4.3,A
35493,ULTIMATE MEDICAL ACADEMY                                         ,1255 CLEVELAND STREET                             ,CLEARWATER          ,FL,FLORIDA                                                     ,33756,4917,5,2,2014,1169,9178,12.7,A,5,09      ,4,False,2013,1115,8941,12.4,A,2012,804,5788,13.8,A
35554,SOUTHEASTERN INSTITUTE                                           ,4600 GOER DRIVE                    SUITE 105      ,NORTH CHARLESTON    ,SC,SOUTH CAROLINA                                              ,29406,0000,3,3,2014,12,215,5.5,A,5,01      ,4,False,2013,18,203,8.8,A,2012,38,279,13.6,A
35573,NORTH FLORIDA COSMETOLOGY INSTITUTE                              ,2424 ALLEN ROAD                                   ,TALLAHASSEE         ,FL,FLORIDA                                                     ,32312,2603,3,3,2014,17,146,11.6,A,5,2       ,4,False,2013,14,135,10.3,A,2012,13,131,9.9,A
35733,AVIATION INSTITUTE OF MAINTENANCE                                ,400 EAST AIRPORT FREEWAY                          ,IRVING              ,TX,TEXAS                                                       ,75062,6303,4,3,2014,11,216,5,A,5,30      ,6,False,2013,10,243,4.1,A,2012,44,342,12.8,A
35793,TEXAS COUNTY TECHNICAL INSTITUTE                                 ,6915 SOUTH HIGHWAY 63                             ,HOUSTON             ,MO,MISSOURI                                                    ,65483,2700,5,2,2014,6,119,5,A,5,08      ,7,False,2013,4,102,3.9,A,2012,7,98,7.1,A
35844,COLORADO SCHOOL OF HEALING ARTS                                  ,7655 WEST MISSISSIPPI AVENUE       SUITE 100      ,LAKEWOOD            ,CO,COLORADO                                                    ,80226,4332,3,3,2014,14,117,11.9,A,5,07      ,8,False,2013,8,65,12.3,A,2012,15,141,10.6,A
35883,IRENE'S MYOMASSOLOGY INSTITUTE                                   ,26061 FRANKLIN ROAD                               ,SOUTHFIELD          ,MI,MICHIGAN                                                    ,48033,2404,2,3,2014,26,213,12.2,A,5,12      ,5,False,2013,20,214,9.3,A,2012,19,214,8.8,A
35933,SOUTHWEST INSTITUTE OF HEALING ARTS                              ,1100 EAST  APACHE BOULEVARD                       ,TEMPE               ,AZ,ARIZONA                                                     ,85281,3658,5,3,2014,75,554,13.5,A,5,05      ,9,False,2013,59,536,11,A,2012,56,442,12.6,A
35973,JAGIELLONIAN UNIVERSITY                                          ,GOLEBIA 24                                        ,KRAKOW              ,FC,POLAND              ,31-00,7   ,8,5,2014,2,38,5.2,B,5,,11,True,2013,1,40,2.5,B,2012,1,33,3,B
36173,HEALING MOUNTAIN MASSAGE SCHOOL                                  ,"363 SOUTH 500 EAST, #210                          ",SALT LAKE CITY      ,UT,UTAH                                                        ,84102,4006,3,3,2014,7,73,9.5,A,5,01      ,8,False,2013,4,36,11.1,A,2012,6,69,8.6,A
36175,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE               ,301 EAST BETHANY HOME ROAD         SUITE# A-100   ,PHOENIX             ,AZ,ARIZONA                                                     ,85012,1275,8,3,2014,3,48,6.2,A,5,3       ,9,False,2013,6,112,5.3,B,2012,1,38,2.6,A
